alt; T; H; rho; P; mu
0; 288.0; 8428.336280619827; 1.217; 100000.0; 1.789e-05
1000; 286.5635940074925; 8386.299778049166; 1.0802005448993397; 88759.28881670826; 1.7827494448522823e-05
2000; 285.1343521197604; 8344.472933409743; 0.957632875873477; 78687.99308738513; 1.7765207284075575e-05
3000; 283.71223860568205; 8302.854701028262; 0.8479507724349116; 69675.49485907242; 1.7703137743639716e-05
4000; 282.2972179123455; 8261.444040446748; 0.7499205271920969; 61620.42129762505; 1.7641285066862598e-05
5000; 280.8892546641598; 8220.23991639653; 0.6624130738583439; 54429.99785195923; 1.7579648496048157e-05
6000; 279.4883136619703; 8179.2412987723565; 0.5843965181193711; 48019.43452090149; 1.751822727614763e-05
7000; 278.09435988217916; 8138.44716260666; 0.5149290643869241; 42311.34464970617; 1.745702065475031e-05
8000; 276.70735847586906; 8097.856488043902; 0.45315233022143286; 37235.19558105447; 1.7396027882074305e-05
9000; 275.3272747679328; 8057.468260315112; 0.3982850391091916; 32726.790395167754; 1.7335248210957405e-05
10000; 273.9540742562056; 8017.281469712488; 0.3496170813243377; 28727.779895179763; 1.727468089684786e-05
11000; 272.58772261060335; 7977.2951115641745; 0.30650393178768914; 25185.203926679467; 1.7214325197795333e-05
12000; 271.22818567226363; 7937.508186209135; 0.2683614131473447; 22051.061063873844; 1.7154180374441747e-05
13000; 269.8754294526922; 7897.919698972161; 0.23466079174350968; 19281.905648603915; 1.7094245690012266e-05
14000; 268.5294201329131; 7858.528660139014; 0.2049241936754798; 16838.4711319211; 1.7034520410306252e-05
15000; 267.1901240626232; 7819.334084931668; 0.17872032785502223; 14685.318640511274; 1.6975003803688283e-05
16000; 265.8575077593511; 7780.334993483703; 0.15566050270020435; 12790.509671339714; 1.691569514107919e-05
17000; 264.53153790761974; 7741.530410815802; 0.13539492298955985; 11125.301806866051; 1.6856593695947106e-05
18000; 263.2121813581137; 7702.919366811373; 0.11760925335079439; 9663.866339424354; 1.6797698744298592e-05
19000; 261.89940512685064; 7664.500896192313; 0.10202143489343934; 8383.026696256315; 1.673900956466976e-05
20000; 260.59317639435636; 7626.274038494849; 0.08837874160344791; 7262.016565607881; 1.6680525438117413e-05
21000; 259.2934625048445; 7588.237838045549; 0.0764550632922784; 6282.256638642432; 1.662224564821028e-05
22000; 258.00023096540014; 7550.391343937421; 0.06604840212626872; 5427.1489010902815; 1.65641694810202e-05
23000; 256.71344944516744; 7512.733610006142; 0.05697857004703931; 4681.887431967075; 1.6506296225113406e-05
24000; 255.43308577454135; 7475.263694806401; 0.04908507472346916; 4033.284693793686; 1.644862517154178e-05
25000; 254.15910794436348; 7437.980661588368; 0.042225182043963284; 3469.6123290027344; 1.6391155613834203e-05
26000; 252.89148410512166; 7400.88357827427; 0.03627214355807564; 2980.4555101130354; 1.6333886847987863e-05
27000; 251.6301825661539; 7363.97151743509; 0.031113577703214195; 2556.579926311766; 1.6276818172459675e-05
28000; 250.3751717948561; 7327.243556267389; 0.026649994099633985; 2189.810525853244; 1.6219948888157645e-05
29000; 249.1264204158935; 7290.698776570221; 0.022793450660096613; 1872.92117174171; 1.6163278298432328e-05
30000; 247.88389721041665; 7254.336264722191; 0.0194663337346937; 1599.534407123558; 1.6106805709068292e-05
31000; 246.6475711152807; 7218.15511165861; 0.01660025199203843; 1364.0305663137576; 1.605053042827561e-05
32000; 245.41741122226887; 7182.154412848766; 0.014135035221353412; 1161.4655070955966; 1.5994451766681393e-05
33000; 244.19338677731977; 7146.333268273314; 0.012017829722332483; 987.4962795671719; 1.5938569037321327e-05
34000; 242.9754671797585; 7110.690782401774; 0.010202282427820382; 838.3140860986343; 1.5882881555631287e-05
35000; 241.7636219815317; 7075.226064170143; 0.008647806375490636; 710.583925677127; 1.5827388639438922e-05
36000; 240.55782088644634; 7039.9382269586185; 0.007318920606321533; 601.3903538472912; 1.5772089608955314e-05
37000; 239.3580337494122; 7004.826388569431; 0.006184658017623077; 508.18882642753294; 1.5716983786766647e-05
38000; 238.16423057568835; 6969.889671204793; 0.005218035134832268; 428.76213104620115; 1.5662070497825913e-05
39000; 236.97638152013332; 6935.1272014449505; 0.004395578187752132; 361.18144517273066; 1.560734906944464e-05
40000; 235.79445688645876; 6900.538110226349; 0.0036969002821322997; 303.77159261563673; 1.5552818831284633e-05
41000; 234.61842712648738; 6866.121532819906; 0.0031043248455148837; 255.08010234304712; 1.5498479115349807e-05
42000; 233.44826283941387; 6831.876608809395; 0.0026025508963824482; 213.8497038933811; 1.5444329255977954e-05
43000; 232.28393477107014; 6797.802482069931; 0.0021783560373582578; 178.9939225438174; 1.539036858983262e-05
44000; 231.1254138131938; 6763.898300746571; 0.0018203334062381487; 149.57546476895223; 1.5336596455894976e-05
45000; 229.9726710027006; 6730.163217233017; 0.0015186591328803403; 124.7871103434955; 1.5283012195455697e-05
46000; 228.8256775209602; 6696.596388150424; 0.0012648871455101577; 103.93485172638928; 1.5229615152106934e-05
47000; 227.68440469307586; 6663.196974326315; 0.0010517684470212868; 86.42304412664639; 1.5176404671734234e-05
48000; 226.5488239871674; 6629.964140773606; 0.0008730922407106088; 71.74135092116752; 1.5123380102508544e-05
49000; 225.418907013658; 6596.897056669727; 0.0007235465260139199; 59.45328890829251; 1.5070540794878234e-05
50000; 224.2946255245646; 6563.994895335854; 0.0005985960087501804; 49.186196281855416; 1.501788610156112e-05
51000; 223.17595141279133; 6531.25683421624; 0.0004943753777420585; 40.62246324914202; 1.4965415377536552e-05
52000; 222.0628567114271; 6498.68205485765; 0.00040759619113023916; 33.49188094743132; 1.4913127980037505e-05
53000; 220.95531359304644; 6466.269742888906; 0.00033546579195424466; 27.56497879656899; 1.4861023268542704e-05
54000; 219.8532943690137; 6434.0190880005175; 0.000275616834382938; 22.647233720865902; 1.4809100604768785e-05
55000; 218.75677148879092; 6401.929283924437; 0.0002260461501156056; 18.574046845982384; 1.4757359352662464e-05
56000; 217.66571753924893; 6369.999528413888; 0.00018506181972354987; 15.206394389774024; 1.4705798878392757e-05
57000; 216.5801052439822; 6338.229023223319; 0.00015123743685010899; 12.427069585054147; 1.465441855034321e-05
58000; 215.4999074626268; 6306.616974088448; 0.0001233726650164473; 10.13744166117069; 1.4603217739104162e-05
59000; 214.4250971901819; 6275.162590706399; 0.00010045928806264173; 8.254666233577792; 1.4552195817465034e-05
60000; 213.35564755633476; 6243.8650867159495; 8.16520467422749e-05; 6.709288968140911; 1.4501352160406646e-05
61000; 212.2915318247888; 6212.723679677869; 6.624363641552641e-05; 5.443191159862482; 1.445068614509357e-05
62000; 211.2327233925953; 6181.73759105536; 5.364331485604561e-05; 4.4078319520168945; 1.4400197150866476e-05
63000; 210.17919578948835; 6150.906046194594; 4.3358635576700116e-05; 3.562747376885794; 1.4349884559234561e-05
64000; 209.130922677223; 6120.228274305343; 3.497988143286707e-05; 2.8742712763243277; 1.4299747753867942e-05
65000; 208.0878778489168; 6089.703508441711; 2.8166826189979272e-05; 2.3144475094477626; 1.4249786120590131e-05
66000; 207.05003522839473; 6059.330985482961; 2.2637498820614704e-05; 1.860106723140074; 1.4199999047370494e-05
67000; 206.01736886953725; 6029.10994611444; 1.815866706630991e-05; 1.4920843932875847; 1.415038592431676e-05
68000; 204.98985295563162; 5999.039634808589; 1.4537793765888549e-05; 1.1945598821601107; 1.4100946143667554e-05
69000; 203.9674617987264; 5969.119299806058; 1.1616252085718809e-05; 0.9544989388429588; 1.405167909978494e-05
70000; 202.95016983898947; 5939.348193096913; 9.263614523728351e-06; 0.7611844308733238; 1.4002584189147021e-05
71000; 201.93795164406887; 5909.725570401939; 7.372855800438264e-06; 0.6058221693047053; 1.3953660810340524e-05
72000; 200.93078190845694; 5880.25069115402; 5.856331866490971e-06; 0.4812105066960535; 1.3904908364053446e-05
73000; 199.92863545285792; 5850.922818479647; 4.642416585813024e-06; 0.38146397582687125; 1.3856326253067713e-05
74000; 198.93148722355815; 5821.741219180469; 3.6726945057045687e-06; 0.3017826216684115; 1.3807913882251856e-05
75000; 197.9393122918; 5792.705163714987; 2.8996227807770085e-06; 0.23825988338348464; 1.3759670658553726e-05
76000; 196.95208585315848; 5763.813926180302; 2.2845880313434456e-06; 0.18772292780143346; 1.3711595990993233e-05
77000; 195.96978322692127; 5735.066784293971; 1.796294918480752e-06; 0.14760023980942907; 1.3663689290655094e-05
78000; 194.99237985547143; 5706.463019375947; 1.4094327143698047e-06; 0.11581205541247368; 1.3615949970681635e-05
79000; 194.01985130367387; 5678.001916330621; 1.1035743232019873e-06; 0.09067989508644102; 1.3568377446265586e-05
80000; 193.05217325826413; 5649.682763628934; 8.622692307499486e-07; 0.07085203210763752; 1.3520971134642928e-05
81000; 192.08932152724063; 5621.5048532905885; 6.722978774068302e-07; 0.05524222493071734; 1.3473730455085754e-05
82000; 191.13127203925998; 5593.467480866365; 5.230600913420862e-07; 0.04297946518833905; 1.3426654828895145e-05
83000; 190.17800084303508; 5565.56994542049; 4.060746016041486e-07; 0.03336685304882075; 1.3379743679394096e-05
84000; 189.22948410673638; 5537.811549513123; 3.14570378078394e-07; 0.02584801791934215; 1.3332996431920435e-05
85000; 188.285698117396; 5510.191599182922; 2.4315370641977365e-07; 0.019979762236628895; 1.3286412513819796e-05
86000; 187.34661928031517; 5482.709403929689; 1.8753758057644018e-07; 0.015409825848516037; 1.32399913544386e-05
87000; 186.41222411847397; 5455.364276697114; 1.4432225252030794e-07; 0.011858853945793585; 1.3193732385117066e-05
88000; 185.48248927194473; 5428.15553385559; 1.10817678648566e-07; 0.009105807612864912; 1.314763503918224e-05
89000; 184.55739149730783; 5401.082495185129; 8.490019746854009e-08; 0.006976187137924411; 1.310169875194106e-05
90000; 183.63690766707072; 5374.144483858353; 6.489710908130063e-08; 0.00533254799353333; 1.3055922960673427e-05
91000; 182.72101476908972; 5347.340826423578; 4.949394290943297e-08; 0.004066881093626374; 1.301030710462533e-05
92000; 181.80968990599467; 5320.670852787971; 3.7660129901609086e-08; 0.0030945053329177554; 1.2964850625001963e-05
93000; 180.90291029461653; 5294.133896200801; 2.8589568146902838e-08; 0.0023491839068942345; 1.2919552964960878e-05
94000; 180.00065326541784; 5267.729293236775; 2.1653211326464884e-08; 0.0017792285395616175; 1.287441356960518e-05
95000; 179.1028962619258; 5241.456383779439; 1.6361338963055155e-08; 0.0013443992574408508; 1.2829431885976704e-05
96000; 178.20961684016856; 5215.314511004692; 1.233360408456805e-08; 0.0010134432279842276; 1.2784607363049267e-05
97000; 177.3207926681141; 5189.30302136435; 9.275313046001237e-09; 0.0007621456898932816; 1.27399394517219e-05
98000; 176.43640152511185; 5163.421264569819; 6.9586868458308806e-09; 0.0005717902091890617; 1.2695427604812134e-05
99000; 175.55642130133708; 5137.6685935758305; 5.208094288929559e-09; 0.0004279452990081806; 1.2651071277049285e-05
100000; 174.68082999723842; 5112.044364564267; 3.888444011265541e-09; 0.00031951060076134275; 1.2606869925067783e-05
101000; 173.80960572298767; 5086.547936928072; 2.8960824278419227e-09; 0.00023796897517189172; 1.2562823007400516e-05
102000; 172.9427266979326; 5061.1786732552255; 2.1516745652645777e-09; 0.00017680152549421344; 1.251892998447219e-05
103000; 172.0801712500524; 5035.935939312812; 1.5946498900830595e-09; 0.0001310312152903089; 1.2475190318592727e-05
104000; 171.221917815416; 5010.81910403117; 1.1788801304857206e-09; 9.686771819931968e-05; 1.2431603473950673e-05
105000; 170.36794493764276; 4985.82753948811; 8.693244318854773e-10; 7.143175282542952e-05; 1.2388168916606631e-05
106000; 169.5182312673663; 4960.9606208932155; 6.394320612605791e-10; 5.254166485296459e-05; 1.2344886114486736e-05
107000; 168.67275556170063; 4936.217726572227; 4.691368150248439e-10; 3.854862900779325e-05; 1.2301754537376118e-05
108000; 167.83149668370902; 4911.598237951497; 3.4331237315508615e-10; 2.820972663558637e-05; 1.225877365691242e-05
109000; 166.99443360187576; 4887.101539542529; 2.505857844703554e-10; 2.059045065491827e-05; 1.2215942946579316e-05
110000; 166.16154538958017; 4862.727018926587; 1.824284580709623e-10; 1.4990012988575375e-05; 1.2173261881700072e-05
111000; 165.3328112245736; 4838.474066739385; 1.3246160912821813e-10; 1.088427355203107e-05; 1.213072993943111e-05
112000; 164.50821038845868; 4814.342076655854; 9.592698521361437e-11; 7.882250222975708e-06; 1.20883465987556e-05
113000; 163.68772226617168; 4790.33044537499; 6.928462841011771e-11; 5.693067248160864e-06; 1.2046111340477094e-05
114000; 162.8713263454667; 4766.438572604754; 4.990801090256385e-11; 4.1009047578113265e-06; 1.2004023647213149e-05
115000; 162.05900221640323; 4742.665861047085; 3.585360233310521e-11; 2.9460642837391296e-06; 1.1962083003388993e-05
116000; 161.2507295708358; 4719.011716382959; 2.5687174843206075e-11; 2.110696371668535e-06; 1.1920288895231216e-05
117000; 160.44648820190608; 4695.475547257522; 1.8353237495155615e-11; 1.5080721031352188e-06; 1.1878640810761475e-05
118000; 159.64625800353804; 4672.056765265324; 1.3077163757068796e-11; 1.0745409825035986e-06; 1.1837138239790209e-05
119000; 158.85001896993498; 4648.754784935594; 9.292031183028604e-12; 7.635194069867381e-07; 1.1795780673910406e-05
120000; 158.05775119507962; 4625.56902371761; 6.5840876571114615e-12; 5.410096677988053e-07; 1.1754567606491368e-05
121000; 157.2694348722363; 4602.498901966133; 4.652217128014032e-12; 3.82269279212328e-07; 1.17134985326725e-05
122000; 156.48505029345594; 4579.543842926922; 3.2778969521563204e-12; 2.693423954113657e-07; 1.167257294935714e-05
123000; 155.70457784908317; 4556.7032727222995; 2.3029952085199294e-12; 1.8923543208873702e-07; 1.1631790355206377e-05
124000; 154.92799802726626; 4533.976620336824; 1.613409476898673e-12; 1.3257267681994025e-07; 1.1591150250632922e-05
125000; 154.1552914134692; 4511.3633176030025; 1.1270452757523297e-12; 9.26084860930427e-08; 1.155065213779499e-05
126000; 153.3864386899864; 4488.862799187088; 7.850089639130395e-13; 6.450361248258335e-08; 1.1510295520590187e-05
127000; 152.62142063545974; 4466.474502574949; 5.451745961609441e-13; 4.479659787682367e-08; 1.147007990464945e-05
128000; 151.860218124398; 4444.197868058001; 3.774987680653595e-13; 3.101879770463102e-08; 1.1430004797330982e-05
129000; 151.10281212669875; 4422.032338719226; 2.606186770696516e-13; 2.1414846102682956e-08; 1.1390069707714215e-05
130000; 150.3491837071726; 4399.9773604192305; 1.7938936029460923e-13; 1.4740292546804373e-08; 1.1350274146593803e-05
131000; 149.59931402506987; 4378.032381782414; 1.2310621996402872e-13; 1.0115548066066452e-08; 1.1310617626473623e-05
132000; 148.8531843336094; 4356.196854183163; 8.422605232775666e-14; 6.920793124712955e-09; 1.1271099661560813e-05
133000; 148.11077597950998; 4334.470231732152; 5.744959037931552e-14; 4.720590828209986e-09; 1.12317197677598e-05
134000; 147.37207040252423; 4312.85197126269; 3.9065403734669744e-14; 3.2099756560944736e-09; 1.11924774626664e-05
135000; 146.63704913497418; 4291.341532317137; 2.6482158328843053e-14; 2.176019583306742e-09; 1.115337226556188e-05
136000; 145.90569380128983; 4269.938377133399; 1.7896201052200552e-14; 1.470517752851319e-09; 1.111440369740709e-05
137000; 145.17798611754975; 4248.64197063148; 1.2056060162442544e-14; 9.906376468728467e-10; 1.1075571280836581e-05
138000; 144.45390789102402; 4227.451780400113; 8.0961334820977e-15; 6.652533674689975e-10; 1.1036874540152765e-05
139000; 143.73344101971918; 4206.367276683436; 5.419611591825502e-15; 4.4532552110316363e-10; 1.0998313001320084e-05
140000; 143.01656749192597; 4185.3879323677575; 3.61632462627052e-15; 2.971507498989745e-10; 1.0959886191959206e-05
141000; 142.30326938576883; 4164.513222968376; 2.405281048738783e-15; 1.9764018477722126e-10; 1.0921593641341233e-05
142000; 141.59352886875797; 4143.742626616472; 1.5946074771278669e-15; 1.3102773024879758e-10; 1.0883434880381943e-05
143000; 140.8873281973435; 4123.075624046052; 1.0537112547347517e-15; 8.658268321567392e-11; 1.084540944163604e-05
144000; 140.18464971647185; 4102.511698580979; 6.940001199483712e-16; 5.7025482329364927e-11; 1.0807516859291421e-05
145000; 139.4854758591444; 4082.0503361220417; 4.555727746490168e-16; 3.743408172958232e-11; 1.0769756669163478e-05
146000; 138.7897891459783; 4061.6910251341146; 2.9806185034610416e-16; 2.449152426837339e-11; 1.073212840868941e-05
147000; 138.0975721847695; 4041.433256633363; 1.9435490188651609e-16; 1.5970000155013648e-11; 1.0694631616922553e-05
148000; 137.4088076700579; 4021.2765241745183; 1.2630341005408275e-16; 1.0378258837640324e-11; 1.0657265834526748e-05
149000; 136.7234783826948; 4001.2203238382203; 8.180033080553301e-17; 6.7214733611777316e-12; 1.0620030603770684e-05
150000; 136.04156718941223; 3981.2641542184138; 5.279652271453401e-17; 4.338251661013476e-12; 1.0582925468522322e-05
151000; 135.36305704239496; 3961.407516409822; 3.395906011193382e-17; 2.790391134916501e-12; 1.0545949974243292e-05
152000; 134.68793097885387; 3941.6499139954635; 2.176686211216806e-17; 1.78856714150929e-12; 1.0509103667983325e-05
153000; 134.01617212060228; 3921.990853034249; 1.390322300485944e-17; 1.1424176667920657e-12; 1.0472386098374711e-05
154000; 133.3477636736337; 3902.429842048631; 8.849205078987316e-18; 7.271327098592698e-13; 1.043579681562676e-05
155000; 132.68268892770215; 3882.966392012315; 5.6124396437290004e-18; 4.61170061111668e-13; 1.0399335371520302e-05
156000; 132.0209312559044; 3863.60001633804; 3.546886062243948e-18; 2.9144503387378373e-13; 1.0363001319402192e-05
157000; 131.3624741142641; 3844.3302308654; 2.2334710791852976e-18; 1.8352268522475738e-13; 1.0326794214179836e-05
158000; 130.7073010413185; 3825.1565538487584; 1.40132965961722e-18; 1.1514623332927032e-13; 1.0290713612315742e-05
159000; 130.05539565770655; 3806.0785059451896; 8.76024911939539e-19; 7.198232637136721e-14; 1.0254759071822085e-05
160000; 129.4067416657598; 3787.0956102025034; 5.456296585512508e-19; 4.483399002064509e-14; 1.0218930152255297e-05
161000; 128.76132284909465; 3768.2073920473176; 3.3858989398142724e-19; 2.7821683975466493e-14; 1.0183226414710665e-05
162000; 128.11912307220703; 3749.4133792731927; 2.0933102251405894e-19; 1.720057703484461e-14; 1.0147647421816957e-05
163000; 127.48012628006913; 3730.7131020288334; 1.2893350271096984e-19; 1.0594371627852903e-14; 1.0112192737731065e-05
164000; 126.8443164977278; 3712.106092806332; 7.911511848325099e-20; 6.500831428369021e-15; 1.0076861928132664e-05
165000; 126.2116778299054; 3693.591886429489; 4.836192306743153e-20; 3.973863851062574e-15; 1.0041654560218896e-05
166000; 125.58219446060225; 3675.170020042182; 2.945010245625291e-20; 2.4198933817792033e-15; 1.0006570202699063e-05
167000; 124.9558506527014; 3656.8400330967916; 1.7864791344575948e-20; 1.4679368401459283e-15; 9.97160842578935e-06
168000; 124.33263074757497; 3638.6014673426894; 1.0795074046727703e-20; 8.8702333991189e-16; 9.936768801207549e-06
169000; 123.71251916469289; 3620.453866814781; 6.4976815104281765e-21; 5.339097379152158e-16; 9.902050902167824e-06
170000; 123.0955004012333; 3602.3967778221086; 3.895694007421528e-21; 3.201063276435109e-16; 9.867454303375476e-06
171000; 122.48155903169496; 3584.4297489365063; 2.3264477854949257e-21; 1.9116251318775066e-16; 9.83297858102174e-06
172000; 121.87067970751166; 3566.5523309813166; 1.3837964025136205e-21; 1.137055384152523e-16; 9.798623312778585e-06
173000; 121.2628471566685; 3548.76407702016; 8.198035337072278e-22; 6.736265683707705e-17; 9.764388077793545e-06
174000; 120.65804618332004; 3531.064542345761; 4.837202717901219e-22; 3.974694098521954e-17; 9.730272456684565e-06
175000; 120.05626166741044; 3513.45328446883; 2.8425874986912125e-22; 2.3357333596476684e-17; 9.696276031534857e-06
176000; 119.45747856429544; 3495.929863107003; 1.6636291041162756e-22; 1.3669918686247129e-17; 9.662398385887791e-06
177000; 118.8616819043663; 3478.493840173833; 9.69639455447267e-23; 7.967456495047387e-18; 9.628639104741781e-06
178000; 118.2688567926755; 3461.1447797678397; 5.628116286849219e-23; 4.624581994124255e-18; 9.594997774545213e-06
179000; 117.67898840856435; 3443.882248161608; 3.253139556717097e-23; 2.673080983333687e-18; 9.561473983191372e-06
180000; 117.09206200529255; 3426.7058137909507; 1.8724789104638756e-23; 1.5386022271683448e-18; 9.52806732001339e-06
181000; 116.50806290966942; 3409.615047244112; 1.0732316341318939e-23; 8.818665851535693e-19; 9.494777375779231e-06
182000; 115.92697652168715; 3392.6095212510377; 6.125194578909025e-24; 5.033027591543981e-19; 9.46160374268666e-06
183000; 115.34878831415583; 3375.6888106726947; 3.480837375917828e-24; 2.860178616201995e-19; 9.428546014358256e-06
184000; 114.77348383234009; 3358.852492490435; 1.9695746462111883e-24; 1.6183850831644932e-19; 9.395603785836433e-06
185000; 114.20104869359794; 3342.1001457954276; 1.1096177422533852e-24; 9.11764784103028e-20; 9.36277665357848e-06
186000; 113.63146858702113; 3325.431351778134; 6.224061339919504e-25; 5.1142656860472504e-20; 9.330064215451618e-06
187000; 113.06472927307729; 3308.8456937178335; 3.4758503454362533e-25; 2.8560808097257627e-20; 9.29746607072807e-06
188000; 112.50081658325409; 3292.342756972213; 1.9325117206049064e-25; 1.5879307482373923e-20; 9.264981820080156e-06
189000; 111.93971641970488; 3275.922128966992; 1.069655954332654e-25; 8.789284752117124e-21; 9.232611065575397e-06
190000; 111.38141475489635; 3259.583399185617; 5.894052023224556e-26; 4.843099443898567e-21; 9.200353410671647e-06
191000; 110.82589763125783; 3243.3261591589917; 3.233095817932485e-26; 2.6566111897555338e-21; 9.16820846021223e-06
192000; 110.27315116083227; 3227.1500024552683; 1.765406607448739e-26; 1.4506216988075093e-21; 9.1361758204211e-06
193000; 109.72316152492913; 3211.054524669687; 9.595756063534438e-27; 7.884762583019258e-22; 9.104255098898022e-06
194000; 109.17591497377886; 3195.0393234144653; 5.191687761543786e-27; 4.265971866510917e-22; 9.072445904613757e-06
195000; 108.6313978261892; 3179.1039983087376; 2.795885600430863e-27; 2.297358751381153e-22; 9.040747847905274e-06
196000; 108.08959646920307; 3163.248150968546; 1.498642906145093e-27; 1.231423916306568e-22; 9.009160540470986e-06
197000; 107.55049735775835; 3147.471384996881; 7.99523515881046e-28; 6.569626260320837e-23; 8.97768359536598e-06
198000; 107.01408701434917; 3131.773305973772; 4.245266245559558e-28; 3.488304228068659e-23; 8.946316626997284e-06
199000; 106.48035202868898; 3116.153521446425; 2.243393435765921e-28; 1.8433799800870342e-23; 8.915059251119145e-06
200000; 105.94927905737539; 3100.611640919415; 1.1798285532405535e-28; 9.694564940349657e-24; 8.883911084828317e-06
201000; 105.42085482355643; 3085.1472758449186; 6.174920098619937e-29; 5.073886687444484e-24; 8.852871746559373e-06
202000; 104.89506611659871; 3069.7600396130024; 3.216093853071514e-29; 2.6426407995657467e-24; 8.82194085608003e-06
203000; 104.37189979175723; 3054.4495475419603; 1.666851378702448e-29; 1.3696395880874675e-24; 8.791118034486498e-06
204000; 103.85134276984655; 3039.2154168686925; 8.596498839700758e-30; 7.063680229828067e-25; 8.76040290419882e-06
205000; 103.33338203691409; 3024.0572667391402; 4.411523412532936e-30; 3.6249165263212292e-25; 8.729795088956271e-06
206000; 102.81800464391445; 3008.9747181987573; 2.2525965316357588e-30; 1.8509420966604427e-25; 8.699294213812729e-06
207000; 102.30519770638605; 2993.967394183049; 1.1444361839577418e-30; 9.403748430219736e-26; 8.668899905132094e-06
208000; 101.79494840412869; 2979.0349195081294; 5.784935349450306e-31; 4.753439071035584e-26; 8.638611790583701e-06
209000; 101.28724398088328; 2964.1769208613573; 2.9093067889164534e-31; 2.3905561125032482e-26; 8.608429499137772e-06
210000; 100.78207174401275; 2949.39302679199; 1.4556261271887347e-31; 1.196077343622625e-26; 8.578352661060856e-06
211000; 100.2794190641849; 2934.6828677019075; 7.24543746709789e-32; 5.953522980359811e-27; 8.548380907911314e-06
212000; 99.77927337505655; 2920.046075836365; 3.5877227619896027e-32; 2.9480055562774053e-27; 8.518513872534792e-06
213000; 99.28162217295943; 2905.4822852748057; 1.7672483437951017e-32; 1.4521350400945783e-27; 8.488751189059736e-06
